11,Jackpot 1 Million
12,Jackpot 2 Million
13,Jackpot 3 Million
14,Jackpot 4 Million
15,Jackpot 5 Million
16,Jumper Value 1K
17,Jumper Value 2.5K
18,Jumper Value 5K
21,I Test 25K
22,I Test 50K
23,I Test 75K
24,I Test 100K
25,Raygun's Special
26,Raygun's Extra Ball
27,Raygun's REFLEX
28,Bag of Tricks
31,Raygun's Lamp 1
32,Raygun's Lamp 2
33,Raygun's Lamp 3
34,Raygun's Lamp 4
35,Raygun's Lamp 5
36,2X
37,4X
38,6X
41,REFLE(X)
42,REFL(E)X
43,REF(L)EX
44,RE(F)LEX
45,R(E)FLEX
46,(R)EFLEX
47,Big Shot
48,Playfield 2X
51,Mix Master Heart
52,Mix Master Mag
53,Mix Master Gab
54,Magnetic Award
55,Heart Award
56,Gab Award
57,Shoot Again
58,Left Right Outlane
61,Right Drop Tgt Hot Score
62,Right Drop Tgt Lite Million
63,Right Drop Tgt Double Jackpot
64,Right Drop Tgt Lite Extra Ball
65,Right Drop Tgt Bonus Boost
66,Heart 5K
67,Heart 25K
68,Heart 50K
71,Magnetic Reflex 3
72,Magnetic 5K
73,Magnetic 25K
74,Magnetic 50K
75,Gab Reflex 2
76,Gab 5K
77,Gab 25K
78,Gab 50K
81,Jackpot Lit
82,Million
83,GaZillion
84,Super Dude
85,Major Dude
86,Cool Dude
87,Party Dude
88,Plain Dude
